YEAR,ID,HRS1,HRS2,EVWORK,MARITAL,SIBS,CHILDS,AGE,PAEDUC,MAEDUC,SPEDUC,WORKHARD,OTHLANG
2012,1174,50,-1,0,3,8,1,56,6,10,97,0,2
2012,1264,40,-1,0,3,5,2,46,12,14,97,3,1
2012,1297,60,-1,0,1,6,2,54,10,20,11,2,1
2012,1348,-1,-1,1,2,3,4,84,10,16,97,3,2
2012,1469,44,-1,0,1,4,2,37,6,12,13,3,1
2012,1490,40,-1,0,3,1,2,36,98,12,97,0,2
2012,1590,24,-1,0,5,1,0,63,13,12,97,0,2
2012,1616,40,-1,0,5,4,0,33,6,6,97,0,2
2012,1632,40,-1,0,3,2,0,69,8,12,97,0,2
2012,1701,40,-1,0,1,1,2,31,12,14,14,0,2
2012,1911,-1,-1,1,2,8,1,65,98,98,97,0,2
2014,16,6,-1,0,1,3,3,56,6,12,14,4,1
2014,17,20,-1,0,3,6,3,51,12,12,97,3,1
2014,140,40,-1,0,1,1,2,57,18,18,16,0,1
2014,185,-1,-1,1,5,5,4,56,3,0,97,0,2
2014,190,40,-1,0,5,1,0,31,97,9,97,1,2
2014,246,-1,-1,1,1,11,8,79,2,9,6,2,2
2014,259,60,-1,0,3,2,1,43,18,20,97,2,1
2014,418,45,-1,0,1,1,0,35,18,18,17,0,1
2014,435,66,-1,0,1,7,0,41,97,15,12,0,2
2014,474,47,-1,0,5,2,0,24,98,98,97,0,2
2014,533,-1,-1,2,5,1,0,22,12,10,97,2,1
2014,607,-1,-1,1,1,0,2,81,98,12,8,4,2
2014,665,-1,-1,1,5,1,2,33,97,12,97,2,2
2014,675,40,-1,0,1,4,4,33,98,11,10,1,1
2014,688,55,-1,0,5,4,1,57,12,97,97,2,2
2014,771,50,-1,0,5,1,0,31,14,17,97,3,1
2014,855,40,-1,0,1,7,0,29,16,12,14,2,2
2014,933,45,-1,0,5,4,0,37,16,18,97,0,2
2014,1044,40,-1,0,1,3,1,55,12,12,12,2,2
2014,1062,-1,-1,0,5,1,2,30,12,12,97,1,2
2014,1092,-1,-1,2,5,4,0,21,12,16,97,3,2
2014,1123,18,-1,0,5,7,0,26,16,16,97,1,1
2014,1175,-1,-1,1,5,4,2,30,12,97,97,2,2
2014,1236,60,-1,0,3,1,1,50,20,20,97,0,2
2014,1277,-1,-1,1,5,2,0,25,12,12,97,0,2
2014,1425,-1,-1,1,1,0,2,39,12,12,12,0,2
2014,1562,60,-1,0,1,4,4,58,6,13,14,0,2
2014,1631,42,-1,0,3,4,1,41,12,12,97,1,2
2014,1730,89,-1,0,1,8,4,46,12,7,13,0,2
2014,1733,-1,-1,0,5,3,0,32,97,12,97,4,2
2014,1787,-1,-1,1,2,4,5,78,8,8,97,3,2
2014,1836,-1,-1,1,1,12,2,74,12,12,16,9,2
2014,1844,-1,-1,1,5,7,0,20,18,14,97,1,2
2014,1864,-1,-1,1,1,1,3,84,12,12,12,2,2
2014,1909,-1,-1,1,2,1,2,70,12,12,97,1,2
2014,1968,-1,-1,1,4,2,0,61,97,14,97,0,2
2014,1970,40,-1,0,5,2,0,25,10,4,97,2,1
2014,1977,40,-1,0,5,2,0,35,18,17,97,0,2
2014,1978,40,-1,0,1,3,2,38,14,12,12,1,2
2014,1979,34,-1,0,2,5,3,53,6,97,97,2,2
2014,2000,-1,-1,1,1,6,2,79,10,12,12,2,2
2014,2060,-1,-1,1,3,2,0,77,11,11,97,2,2
2014,2161,-1,-1,1,1,4,2,29,12,12,18,2,2
2014,2220,-1,-1,1,1,3,3,34,13,6,5,4,2
2014,2279,40,-1,0,1,2,2,46,9,10,12,4,2
2014,2354,-1,-1,1,5,5,4,45,12,8,97,3,2
2014,2363,83,-1,0,3,4,2,42,12,14,97,2,1
2014,2384,-1,-1,1,5,1,0,23,12,16,97,0,2
2014,2413,-1,-1,1,1,3,2,58,97,97,12,2,2
2014,2415,40,-1,0,1,7,4,58,12,12,16,3,2
2014,2503,-1,-1,1,1,3,3,67,97,11,12,2,2
2016,72,35,-1,0,3,4,2,57,14,18,97,0,2
2016,115,60,-1,0,1,1,0,32,18,18,12,1,1
2016,199,25,-1,0,5,3,0,22,13,13,97,0,1
2016,211,55,-1,0,3,6,2,37,12,12,97,3,2
2016,328,30,-1,0,5,10,0,21,2,2,97,0,1
2016,342,20,-1,0,1,1,2,34,18,13,16,1,2
2016,352,-1,-1,1,1,1,1,36,14,14,15,0,1
2016,420,-1,-1,1,3,9,3,64,12,12,97,0,2
2016,434,40,-1,0,1,6,1,44,3,6,6,3,1
2016,493,21,-1,0,5,8,1,37,8,9,97,1,2
2016,542,48,-1,0,1,4,2,58,97,12,12,2,2
2016,593,-1,-1,1,3,0,3,69,97,97,97,0,2
2016,653,-1,-1,0,5,1,0,31,15,16,97,0,2
2016,689,36,-1,0,1,6,0,48,6,0,18,2,2
2016,702,-1,-1,1,5,3,0,22,14,12,97,0,1
2016,926,89,-1,0,1,2,1,30,14,12,13,0,2
2016,1034,40,-1,0,1,7,5,55,98,13,12,0,2
2016,1051,-1,-1,1,1,0,2,77,12,10,10,2,2
2016,1086,40,-1,0,1,6,3,50,97,8,9,3,2
2016,1106,55,-1,0,1,5,1,65,12,12,12,1,1
2016,1118,-1,40,0,1,1,2,42,20,18,19,2,2
2016,1182,-1,-1,1,1,3,1,67,12,12,14,3,2
2016,1430,35,-1,0,1,3,1,57,12,12,12,1,2
2016,1443,40,-1,0,5,2,0,30,12,12,97,0,2
2016,1456,-1,-1,1,4,1,2,50,16,13,97,3,1
2016,1465,40,-1,0,5,10,1,31,12,8,97,1,1
2016,1469,40,-1,0,5,3,0,22,12,16,97,2,2
2016,1533,43,-1,0,3,0,0,34,12,12,97,3,1
2016,1545,89,-1,0,5,6,2,33,98,12,97,1,2
2016,1575,45,-1,0,5,1,0,42,17,16,97,0,1
2016,1590,25,-1,0,1,7,7,59,10,14,14,0,2
2016,1675,50,-1,0,3,0,0,39,5,12,97,0,1
2016,1773,40,-1,0,5,3,0,25,12,12,97,3,2
2016,1817,-1,-1,1,1,2,2,71,98,98,98,0,2
2016,2198,-1,-1,1,1,4,1,78,9,7,12,1,2
2016,2312,-1,-1,1,5,2,8,78,6,97,97,0,1
2016,2361,40,-1,0,3,2,3,62,20,14,97,2,2
2016,2494,-1,-1,2,2,3,2,55,98,98,97,2,2
2016,2573,40,-1,0,5,2,1,33,8,8,97,1,2
2016,2615,40,-1,0,1,3,3,65,12,18,18,2,2
2016,2796,-1,-1,1,1,3,2,79,97,12,12,0,2
2016,2808,40,-1,0,3,8,4,56,97,98,97,1,2
