Trip ID,Taxi ID,Trip Start Timestamp,Trip End Timestamp,Trip Seconds,Trip Miles,Pickup Census Tract,Dropoff Census Tract,Pickup Community Area,Dropoff Community Area,Fare,Tips,Tolls,Extras,Trip Total,Payment Type,Company,Pickup Centroid Latitude,Pickup Centroid Longitude,Pickup Centroid Location,Dropoff Centroid Latitude,Dropoff Centroid Longitude,Dropoff Centroid  Location,Community Areas
0f311fa39db28fca703697ed802d33482ec5dfe2,6ffbc11fbeeb0f354e701ba6b97a03953857863c6a3da303e2ed71266f3d2c9a4c275298fa59b18bc51c14ff09a89676ba59ae4649834334841b0aa24bfb4a44,08/30/2015 01:15:00 PM,08/30/2015 01:15:00 PM,0,0,,,,,33.00,5.00,0.00,0.00,38.00,Credit Card,Suburban Dispatch LLC,,,,,,,
feff05abb7e14c0ee0adfd0c78a8509f0fa4b22f,588626c81a5db9947eca3489b6080dd0b2894283f614b8447e04617b4574488d5cb29ed32e57b70c913594426bf286b00856d84d242796c93d8e5f2c8cd71f9d,09/15/2015 01:15:00 PM,09/15/2015 01:15:00 PM,0,0,,,,,7.05,2.12,0.00,0.00,9.17,Credit Card,Chicago Elite Cab Corp. (Chicago Carriag,,,,,,,
4be80948af7dc29f3ea12654a4d75bc82905cd3c,036b8cc6d5f37747d91884dfb7fa3220836b8e556c83595522d4deb0f3354b41ffda98963d894ba5dff34c863e88986c746ea3b1838d072302c985e2b69e2807,07/30/2015 08:45:00 AM,07/30/2015 08:45:00 AM,120,0.37,17031081402,17031320100,8,32,4.25,0.00,0.00,0.00,4.25,Cash,,41.89197151,-87.61294541,POINT (-87.6129454143 41.8919715078),41.88498719,-87.62099291,POINT (-87.6209929134 41.8849871918),37
6085f216bf154d6045e6642e941f54b783e32f20,de9b124648a7618ea280b9de36c888c1880fb88248e2248f23c22eca029618525add0d4eb1f43ce1b20fb29f656a4636faec0559e72cd48a3bcdf75fbe49c6f7,09/16/2015 08:45:00 AM,09/16/2015 09:00:00 AM,1260,4.1,,,,,13.65,3.41,0.00,0.00,17.06,Credit Card,,,,,,,,
243dccdc6a53dbd0e8869a17efaf0d26c6b1cd71,9ca57941161f11170d4b81a0ddfd06137c77d63241cc790547d23087134364ade7a76101cbf83d737591015e37ac2c2fe969ab7842b103b0ddb8e2d51aebed33,12/27/2013 09:45:00 PM,12/27/2013 09:45:00 PM,,0,,,,,8.65,2.16,0.00,0.00,10.81,No Charge,Chicago Elite Cab Corp. (Chicago Carriag,,,,,,,
015de082de39017a2baa4bbf1663fc72a45c7e6d,0d4d54c4953a121d58efd102569c195b8d35c14a637e9420589bf37a36fb133043430fd88cf6f7f8edc5f51576641c2d00ef79c6c2f22b8b71642865f9cf98f1,05/15/2014 06:15:00 AM,05/15/2014 06:45:00 AM,1740,11.5,,,,,25.65,5.53,0.00,2.00,33.18,Credit Card,,,,,,,,
f186808e0eb6deccdcce00ed196681c57388de62,153cb22f850a08c9f53fad42c06ae36f72e23b58abeeaaa38dbda50123ad9387fa76bb8dd4b0d45039adb61efaefda573b7f0cd7a9e177de58b31fdd806172ec,11/11/2014 10:15:00 AM,11/11/2014 10:30:00 AM,600,0,,,,,11.45,1.72,0.00,0.00,13.17,Credit Card,T.A.S. - Payment Only,,,,,,,
12b259d9516fbe58bdb586de6623f056fb782fe6,73b2f5adecea91eeef3900303a07f1b0519a594cffb6b01b2040b42eea6d6a8427743041781c87d20ebc0f9b3f70f0ae40837f8b95876991f4b35112c8fafb0c,04/20/2015 11:00:00 PM,04/20/2015 11:00:00 PM,420,1.6,,,,,7.05,0.00,0.00,0.00,7.05,Cash,,,,,,,,
6772e1f2d7f880209d0a4a0e83678c344a079136,4b034948aceedd53262ae713f864b0364953a1852b6b24669f192cad26c5014f1af0b6c87b941abb1fa93e1abbe09f70d7f02d48e5371d2c55534b68565a3060,03/04/2016 10:00:00 AM,03/04/2016 10:15:00 AM,660,2.7,,,,,9.05,0.00,0.00,0.75,9.80,Cash,,,,,,,,
4c03ce92cf41a7d70bad758145f829d4ac7d4caa,15c03618b76c932fd23d3054627cdbbd21323bd13316f4e7eab25aa25540c61397f1a29607b3ef65fc8d5c7d7d10b1fbf2025a269f844c92aceab4ba35e7a54f,10/10/2014 12:15:00 AM,10/10/2014 12:15:00 AM,180,0.4,,,,,4.45,0.00,0.00,1.50,5.95,Cash,,,,,,,,
f1bd37c01c7214d0d8a467baea1c7731a5850e8f,1bf7c3533f034748659605b02f42e32c9d22e1888cd504b75c9bb5657148360ee87e9d3d606fbd945d8d165d829d46628aa677031d71f5fccdd95eee4131cc05,02/23/2015 11:45:00 AM,02/23/2015 11:45:00 AM,480,1.3,,,,,6.45,0.00,0.00,0.00,6.45,Cash,,,,,,,,
29da3f641b020db9a0549baed1b86bc66b25c2f9,199cdc36e88754114b867e974f41cfb3252a6755a55d27fa0a37f02e110e92827a576632f0fd80b0f8c9a862b2456e2f99a574c0146448a3241adf55b08be576,09/20/2015 02:45:00 AM,09/20/2015 02:45:00 AM,0,0,,,,,6.65,3.00,0.00,0.00,9.65,Credit Card,Chicago Elite Cab Corp. (Chicago Carriag,,,,,,,
804b98009757bd2e768e19666b0ff1b20e920bb3,79871a444f99170269396b5e6b08b90ef1def10a76732e08a64166669dc54b7bec477a1cf72a8b877e0efe6b8b1cdef2177d5769386ffbb39eca4004078f1af9,06/16/2016 11:00:00 AM,06/16/2016 11:00:00 AM,0,0,,,,,12.25,2.94,0.00,0.00,15.19,Credit Card,Chicago Elite Cab Corp. (Chicago Carriag,,,,,,,
89d32dadd318014a73bf73b1927e67c08cfba187,b6ecddf89a1c3489b6972e6ff6d2bf17eca064c4e923a19a0b74fc00c5d853dec7e9fed5d609e43ad663c4738d95ce41a11b6f3f22f703c092743e4302a163c9,03/24/2014 09:45:00 PM,03/24/2014 09:45:00 PM,660,2.6,,,,,9.44,0.00,0.00,0.00,9.44,Cash,,,,,,,,
0c7923ad2764a631be35d69aba40caf0b4ad9a3f,1ac129337f4da273c9165e54cae6f0d8420e8174e748462463bfd5438ee3a0fc6ea260f67b2a2c0e5c7ee29437862803077ad945f255f023b573e2d939836460,01/23/2013 08:30:00 PM,01/23/2013 08:30:00 PM,420,1.6,,,,,6.85,0.00,0.00,0.00,6.85,Cash,,,,,,,,
f3740b50c63a4f716b66ae79b7ff703d6eb81524,f0480b5f57d3ad70fa66df5bafbadbb96b003471ae91ce0da67086b3187e68400e46f180f27987f86a7306da4105090e00155c2e43d88b8f0425c72572f370aa,06/29/2013 03:00:00 AM,06/29/2013 03:15:00 AM,420,1.5,,,,,6.65,2.00,0.00,1.00,9.65,Credit Card,,,,,,,,
0a7a7f53640f3dcc25f6f3878aa0ac7846e8c0dc,cb3b129b896b84945d48c37d3e040346b414c5502798364b1ae4cc7489b26a16e32612446a7a767cdff6a49f8d129ef3fd6e999068ab707618ce331f5d4a731f,10/09/2014 09:45:00 PM,10/09/2014 09:45:00 PM,0,0,,,,,6.05,3.00,0.00,0.00,9.05,Credit Card,T.A.S. - Payment Only,,,,,,,
fadf52154232b0b53194f42a8e47950fe8e2b5e9,0ac82d8e603bbd49128d423aacb22570ca42274527d774d9d3f0c4f09734457ea55784b3cb0a5411aa310037de6da300661655c6deebedc6ea5820da0e26510d,09/05/2014 08:30:00 PM,09/05/2014 09:00:00 PM,2280,0,17031980000,17031031100,76,3,29.45,0.00,0.00,2.00,31.45,Cash,Dispatch Taxi Affiliation,41.97907082,-87.90303966,POINT (-87.9030396611 41.9790708201),41.97266796,-87.6638655,POINT (-87.6638654956 41.9726679555),75
77c7f2be1ce47e6f054104defa7c1dace3377a6b,bd35568579a1489a35c33133799ed5349ab8fc50b4358a6eb3254471027ab6aa6ffe613ee67648d907915263f75fa857c16fd7d6f0472b484a0678fa5e7fcfd4,11/22/2015 01:45:00 PM,11/22/2015 01:45:00 PM,0,0,,,,,31.45,6.29,0.00,0.00,37.74,Credit Card,Chicago Elite Cab Corp. (Chicago Carriag,,,,,,,
2d6f4570d718091fa4356cf63787f76d0823e8fd,ae5d0e12faea0263e7935303ef8e263cafb033c70eb3c847ac3f52061aca21cf920c5672934906595ffba34157da829ac17abd561672f3cd16311d600386c4b3,08/02/2016 05:30:00 PM,08/02/2016 06:00:00 PM,1020,2.3,,,,,11.00,0.00,0.00,0.00,11.00,Cash,,,,,,,,
9e91dc33ec82bff43e0e0434aaf09996de8e913b,8105e73e69f876853cb9f5053fed42a9769b84588fa29b5675a78a4f63ef4ea192b7cb6c93e9d2ceda36030b27b5d6a7692574b1b858d30203ae6e3cc9d3ac8a,03/06/2014 04:45:00 PM,03/06/2014 04:45:00 PM,0,0,,,,,6.85,1.37,0.00,0.00,8.22,Credit Card,Chicago Elite Cab Corp. (Chicago Carriag,,,,,,,
6df946546119ed4a07b60bc6211d9d61cc6f9bfe,5a57e4c549bd2abf2adfbdb0227b67d03e3e9ad303bd63f3af6eb13d5922fe09ed079d7d578e41b78ef163bad5603c69412fc763eed8823915a69187d67efe64,06/12/2014 02:30:00 PM,06/12/2014 02:30:00 PM,0,0,,,,,41.65,8.00,0.00,0.00,49.65,Credit Card,T.A.S. - Payment Only,,,,,,,
27eec188347b4be546b01241513db75ff1e77a0b,fd28ab86c23b450b7ee8cdd7ca28d7ecfd34c8874e47e58647e5024daedc1f1b4d95a35c0d66432d98be762c8659a16c932494f0d8a69f827377d9e18fcf87fb,01/06/2016 09:00:00 AM,01/06/2016 09:30:00 AM,1140,2.7,,,,,12.50,0.00,0.00,0.00,12.50,Cash,,,,,,,,
52a808b4831bbfe0c0210fe07a8dc55c61c99d5f,8f1c033d917d34e6a8f5a377eaf2f3258e1a6b411da6ca4423668d6ffa1afc1b031949ce2e8c2529ed398e82339eed94cc06c8aa1408907313888586ed6342de,11/24/2014 07:15:00 PM,11/24/2014 07:15:00 PM,0,0,,,,,3.25,0.00,0.00,0.00,3.25,Cash,,,,,,,,
333e4667c098d26f72ce3b1f22c1267860f5f48f,871748cf55a0d132c28d2fdb03bc9e2bb20f283ec1112069a63c7ba626b500f90cc5fbedeb479947c03ca0d95d268a97163ed078381b843506b7a38b54ff6211,08/07/2014 10:00:00 PM,08/07/2014 10:00:00 PM,0,0,,,,,11.05,2.21,0.00,0.00,13.26,Credit Card,Chicago Elite Cab Corp. (Chicago Carriag,,,,,,,
661d3894fc6f2c4eb7f7eaeb67f4a5757a5c88df,684618a744e304e71cff13d01bb6866e6ef7f56a40636dd47535d23f0137de0d55e854d06657c68789bd83d88d761c51d5535c45a53c4d39e8dd3af684015778,10/28/2015 05:30:00 PM,10/28/2015 05:30:00 PM,0,0,,,,,32.00,0.00,0.00,0.00,32.00,Credit Card,Blue Ribbon Taxi Association Inc.,,,,,,,
13a71b5874ca0ffb9f1c7a6aa82e922dce22e059,89612cda57630834fb854b4e42206d3478145557d975ced86550e5a178c22180820bc323dad8328041933cf582e7cd7e7c088bc25ee0ee418462d7352e3ee80e,11/06/2014 09:00:00 PM,11/06/2014 09:00:00 PM,0,0,,,,,9.15,2.29,0.00,0.00,11.44,Credit Card,Chicago Elite Cab Corp. (Chicago Carriag,,,,,,,
599476d9c9ada2618d678d654470ea7d6a341c4e,ef63da921ed08ceb44e590dbb76b0505f1300167c248767a08c80eddfdc79a5c4e4bf74abe29c17f2963c5555d0d5b27add5fe1a8b99ca06c85698745c8ce4e4,10/11/2014 10:30:00 AM,10/11/2014 10:45:00 AM,1320,10.27,,,,,23.45,0.00,0.00,1.00,24.45,Cash,,,,,,,,
ffb27f8ee8cbcc957e9ec079843a8a8f77bd511b,c4fe8d66d53a898fa0f377a510e0fc7f47aa37f922262e7d2007957eb1561bf7b5f81b937c2a4cfcae375ffe15be0216fbdcf41a1c12371acdeb8168c406696d,07/25/2016 02:00:00 AM,07/25/2016 02:15:00 AM,660,3,,,10,10,11.25,0.00,0.00,0.00,11.25,Cash,,41.9850151,-87.80453201,POINT (-87.8045320063 41.9850151008),41.9850151,-87.80453201,POINT (-87.8045320063 41.9850151008),36
faf2209fa3718d21222e6827451bd07585289197,edb997f124f19506550b1fc8a24b4546ccc2ed1be336a691bcd5d488de2f56ac2ac8a2540df5358772681da21d22fb8018fce78d71b0f8879d5645228508ee64,08/30/2013 12:30:00 PM,08/30/2013 12:30:00 PM,240,0,17031081800,17031839100,8,32,5.05,1.01,0.00,0.00,6.06,Unknown,Taxi Affiliation Services,41.89321636,-87.63784421,POINT (-87.6378442095 41.8932163595),41.88099447,-87.63274649,POINT (-87.6327464887 41.8809944707),37
438f56e304939a3b92a06fa7033450c9c4ddd86b,8217884d849140be7db4e89b69e120868271cb06586ac2676304e1bd84adb560b0911146001ad5d27a262d6d4f3951772a2a53c481d603c6c84eee00c4076d21,02/19/2016 12:45:00 PM,02/19/2016 01:00:00 PM,660,3.6,,,,,11.75,0.00,0.00,0.00,11.75,Cash,,,,,,,,
566c33ea23fef1830269d30e472ec3280518d743,e29752f264ca33780c57fec51b15e51dd4dc38c64eb744098d770d8dfc8708f2241ddf46727aa14964d87b8c6e20558861787850176dfe7cad146d2dcff03a2e,10/11/2015 01:30:00 AM,10/11/2015 01:30:00 AM,0,0,,,,,7.65,3.00,0.00,0.00,10.65,Credit Card,Chicago Elite Cab Corp. (Chicago Carriag,,,,,,,
546ad202f8b75cc3810ece5375126e3d4bed2811,00b77d117dfa8fbd5ec79057aa792db228378f9af0d36eafcd89709850d353964716c67b5aa39c9909d48ecec47d28070a5bfeb00b53e38435282a6677be18ae,02/09/2014 02:15:00 PM,02/09/2014 02:15:00 PM,0,0,,,,,38.25,7.65,0.00,0.00,45.90,Credit Card,Chicago Elite Cab Corp. (Chicago Carriag,,,,,,,
1c0b39a7ebf695bbb691c2032b0ec9c6b4c2fb23,da23cb9383e3ce659712920d1633a3d73b24f85ccf7d526cdbe694982af0c8a4a81147aaec2f3efecbec75ff2261a885a9c4c1c46f3b7ebc0322bc2e83028c24,07/28/2013 01:15:00 AM,07/28/2013 01:30:00 AM,600,2.5,,,,,9.05,0.00,0.00,0.00,9.05,Cash,,,,,,,,
5f041e740c2f24313a90406dd4b109236e689783,ae89ee99328c034fa945eb511e00172149182d235a17c94a7f9133b5ca878b4a3606ef0f1a1277b4752d426ce2c962c1fe69258120c8ee462cf483a4d0a82ef1,01/16/2013 04:30:00 AM,01/16/2013 04:30:00 AM,120,0.4,,,,,3.45,0.00,0.00,0.00,3.45,Cash,,,,,,,,
3220b1327162e3486dce0346c1f5128941d7a26c,0cac18991a2b03a2653cdc53dbff9c58f8b98a4e4658682b8719b07f214ac48f3c5c1a0dbb990ed0376abe3ca634fadb60d11d5cbc60e1a6de1a74eba89f8887,06/11/2017 09:45:00 PM,06/11/2017 09:45:00 PM,420,1.6,17031081500,17031833000,8,28,7.25,3.00,0.00,1.00,11.25,Credit Card,5129 - 87128,41.89250778,-87.62621491,POINT (-87.6262149064 41.8925077809),41.88528132,-87.6572332,POINT (-87.6572331997 41.8852813201),37
0f076bda96560bb6d1e159eed45f2a4701ea47ea,94a17944c1f6a3541b61ee5b6aa5d7e173e19494e7ca97c9fb9028ee0c88063772cced2dfb5a492166a7979469ee222e5f95071bd9cba95f486d96e059e192f5,06/25/2016 01:30:00 PM,06/25/2016 01:45:00 PM,1020,3.7,,,,,13.75,0.00,0.00,1.50,15.25,Cash,,,,,,,,
4d80daaddebf13e2226045572e8cfbd64727e03f,79196d52c7dadbc76af237acc709a75cf939ec5097d9ec3f649ec13d1f6a7695efe4f316b705ee09a43c7f45db83c5cc3e05e08bea421b9beb81f7131c988418,03/28/2015 02:30:00 AM,03/28/2015 02:30:00 AM,180,0,,,,,4.45,0.00,0.00,2.00,6.45,Cash,Blue Ribbon Taxi Association Inc.,,,,,,,
95bb02d44e7bf4d7d100ccbe1f256cd322bf1c28,ebb32a47f3ec3f4f04a75aef8af113e6f4b8cf900bdab4cf39ac7b8b78a8a9608acf2c42bb623dcf87c7dba3633b4dd693581ab5f3576a2704623c82eb14d542,11/05/2016 02:15:00 PM,11/05/2016 02:30:00 PM,960,2.9,,,,,12.00,3.00,0.00,0.00,15.50,Credit Card,,,,,,,,
056128477b5b666c2d4a2407a70fee481d4b48a1,faae54dec275b76c21410117883cd1421b2548bc9a54c7af1f71c8923dbc8be71cdaf68f4fcd35312162f03fd5aa67f9b288f4e445ae58f43d66c88f53085e39,06/01/2014 06:15:00 PM,06/01/2014 06:15:00 PM,360,1,,,,,5.85,0.00,0.00,0.00,5.85,Cash,,,,,,,,
03aeec43fc1b7adf03b89eaf0b5e306e7f9535f3,94a17944c1f6a3541b61ee5b6aa5d7e173e19494e7ca97c9fb9028ee0c88063772cced2dfb5a492166a7979469ee222e5f95071bd9cba95f486d96e059e192f5,11/19/2015 11:15:00 AM,11/19/2015 11:15:00 AM,240,0.5,,,,,4.84,0.00,0.00,0.00,4.84,Cash,,,,,,,,
dce913a76b7898c5e6deb056155a033691275e9c,b24c87ca4c0f737a91884bfea7ffa458374128765621c1070dfb00f3b1b7d58a6c9af2abe8ca30e5b04ae6312d9deb2bc8fe3f17ae69eb79340fe576cd7b7c45,10/22/2016 12:45:00 PM,10/22/2016 01:00:00 PM,1680,6,,,,,20.25,0.00,0.00,0.00,20.25,Cash,,,,,,,,
70a6799b0b365523c46b0d87a3a328c5a5efb591,f36031c69034b8b6eb20a4d0f07d5f6b07b923142e5b9cd62f5be5979eda0378a0de4243b16df4735f740cfa303a472d4c9c8a938ee7167765d077e68f6b0529,12/04/2014 07:30:00 PM,12/04/2014 07:30:00 PM,0,0,,,,,15.45,2.32,0.00,0.00,17.77,Credit Card,Suburban Dispatch LLC,,,,,,,
8748d9dd7a86938294e57a9777242636463a7bd1,28d27337bea07d811235348e9b25af937d110ac08ca576e50099ad02e5d1e0ede037b6c36e983918123eeec68b1610d6851965894f42d7758ee0fb726a8e03a3,03/03/2015 10:30:00 PM,03/03/2015 10:30:00 PM,0,0,,,,,9.45,1.89,0.00,0.00,11.34,Credit Card,Chicago Elite Cab Corp. (Chicago Carriag,,,,,,,
d09b40f23aa6d1d13ec588236787dbd7ebdef740,3a0e778508af307940210b770e8840e415268a6063c5088201ab747ca6959483d19bb820eee3b6d0a2a9e1b7bd5a8cb10cc0ad6da975d783a2daa841d4021b50,11/17/2016 05:45:00 PM,11/17/2016 06:00:00 PM,1260,1.3,,,49,49,10.75,0.00,0.00,0.00,10.75,Cash,,41.70658788,-87.62336651,POINT (-87.6233665115 41.7065878819),41.70658788,-87.62336651,POINT (-87.6233665115 41.7065878819),45
880864d529dcd38c2a43774165d5760a2e90c788,b649688173599f12325db808703dd3e14653807db2fdde48f5891daa24f8cef4c1a3711ec1881eda1920a36843bff16453782d5761c2d0a434ca1e4319b9f8d8,10/22/2013 07:15:00 AM,10/22/2013 07:30:00 AM,420,1.66,,,,,6.85,0.00,0.00,0.00,6.85,Cash,,,,,,,,
18113bfb2921aecd69112185603f01bed0bb1f93,9d91a7d7989a270ae46c41eaf82aebaa3540e19b13ef9c55449129648ba2cfb3623c3af256f541df2b634bbf6ecbe1c8ac169c7b9a5abb5e1c452948d2991678,01/21/2016 08:00:00 PM,01/21/2016 08:00:00 PM,360,1.2,,,,,6.50,0.00,0.00,0.00,6.50,Cash,,,,,,,,
6a0685bc466d1fa863ece7151b4d5a52b60ae604,d092ee0cb44dc6fa5f6757a7ef07181c4ee3d25eed0bc480e60f3be7af6a6fcdf86fc5d5ac6d0874ba2448ed31c4e4a37e97dd36390883dce48a3f525cd3c3b0,07/11/2017 05:30:00 PM,07/11/2017 05:45:00 PM,240,0,17031280100,17031281900,28,28,5.25,0.00,0.00,0.00,5.25,Cash,Taxi Affiliation Services,41.88530002,-87.64280847,POINT (-87.6428084655 41.8853000224),41.87925508,-87.642649,POINT (-87.642648998 41.8792550844),29
e56d907d44ea7b593fb25f6d85e94d3c92288e53,2ac1345b1d51e156d379f3d68fbce527f896642a8464164299cd9511dcf73aabd4852709c0a32b4182e4b1f3a0917c09fc088b1fdbe2c06fa01ccd02f6a84fa3,06/12/2017 02:15:00 AM,06/12/2017 02:15:00 AM,240,1,,,24,24,5.75,0.00,0.00,0.00,5.75,Cash,Taxi Affiliation Services,41.90120699,-87.67635599,POINT (-87.6763559892 41.9012069941),41.90120699,-87.67635599,POINT (-87.6763559892 41.9012069941),25
fdc7df93c4b3fbd82facaa4db3d87c930bc86710,cec01628ad5884e8127e26efda81f5a2d4abb6c0d9bccdccccae508a7505065224ba5faad0010042397ce6941d54fcdb0be715412bfcddbd4dd2b2203e2b601e,08/28/2013 11:00:00 AM,08/28/2013 11:15:00 AM,480,1.8,17031080202,17031320100,8,32,7.25,0.00,0.00,0.00,7.25,Cash,,41.90585777,-87.63086503,POINT (-87.6308650266 41.9058577688),41.88498719,-87.62099291,POINT (-87.6209929134 41.8849871918),37
8ac3a782c080adc4890930695bdb3b46324f1c81,1ed802e8138d030626cb7276ceadd721c743526af747acdebe53f5a582bdf6c7a467476fbf6f820918725ba3093faaef663fd9b91ddaaf0f881c1f1298aba3b0,06/15/2013 03:45:00 AM,06/15/2013 03:45:00 AM,60,0,,,,,13.25,3.31,0.00,0.00,16.56,No Charge,Chicago Elite Cab Corp.,,,,,,,
a49088bd22577937cedbbd3272e86b64dcc687eb,8f1c033d917d34e6a8f5a377eaf2f3258e1a6b411da6ca4423668d6ffa1afc1b031949ce2e8c2529ed398e82339eed94cc06c8aa1408907313888586ed6342de,07/07/2017 06:45:00 PM,07/07/2017 07:00:00 PM,1274,6.54,,,33,24,20.00,50.22,0.00,0.00,70.72,Credit Card,,41.85718386,-87.62033462,POINT (-87.6203346241 41.8571838585),41.90120699,-87.67635599,POINT (-87.6763559892 41.9012069941),34
19fae1d5f709f298ff3c69fcfcac057ee78fe0ae,a6f3697d4aa419bfd2e5feb1e7c32da2de061d0a26c5e3d878e6610742421fddce52856d6a907d6c8f4e089ab4bde17f8db0b70c166961d87a7663a189f8591a,05/07/2016 04:30:00 PM,05/07/2016 04:30:00 PM,0,0,,,,,3.25,0.00,0.00,0.00,3.25,Cash,,,,,,,,
02ed1ae16f53e85d4e57a03ad94055dec7afc80b,d626d13b670170414f2545181bb27d3f70edad7f0bffa49ce25215d50c7513ee2bb1baa9267df8a9e0fdc0a009dc453836e047de6a196010ecb2d803a7f00c69,03/17/2016 02:45:00 AM,03/17/2016 03:00:00 AM,960,11,,,,,28.50,0.00,0.00,0.00,28.50,Cash,KOAM Taxi Association,,,,,,,
3a5a3abf3ffffe32538eea6803f5718437abbb43,7d28a37f6608d778912b88c333ea533c9d03494b9ed1b6340575574740adba55b2382660e937cba2bd87dd51ec8ca18cf60b8b2107fc2a6e664183338ec17e4c,01/18/2013 12:15:00 PM,01/18/2013 12:30:00 PM,420,1.19,,,,,6.25,0.00,0.00,2.00,8.25,Cash,,,,,,,,
fa9babdb6c81c0c0f6d4670a67447c03de5b74f8,8ef1056519939d511d24008e394f83e925d2539d668a002c97c441c1d24ab86e29b31a6d8544356006c1eee49dda811760c872d4ddcbaffd55a681b17864a014,09/09/2014 10:45:00 PM,09/09/2014 10:45:00 PM,0,0,,,,,42.00,0.00,0.00,0.00,42.00,Credit Card,Chicago Elite Cab Corp. (Chicago Carriag,,,,,,,
ecb0a85bf3a52ef5f795a273dfd1fdf567ec04ac,9a423881d4046f5590943c08ec5e58d59f5ebd91fe26aa9ef49ad0dfe587e3d3a78dc5e2d214e4d42120e5296ebadeb100494177de8b0fc8ef6a1b3e5290669b,06/06/2015 11:15:00 AM,06/06/2015 11:15:00 AM,0,0,,,,,38.25,7.65,0.00,0.00,45.90,Credit Card,Chicago Elite Cab Corp. (Chicago Carriag,,,,,,,
473e1a460e50a020fbbc75e253423489bb6817db,ca0f8e57f550619d8322832ac303c30e53fe7265ca85fa3219ae9e72613901eb4be339c415c0192a1d9d827310ee07e184205063c4bdb4d3a9815becc678e5b5,03/01/2015 08:30:00 AM,03/01/2015 08:30:00 AM,300,1.8,,,,,6.25,0.00,0.00,0.00,6.25,Cash,,,,,,,,
f1994063aa83a04315b3c4638ad9fb93bb9ea883,b80ae259540e156331679aba9b99de7780f65e778826759de1ae53c0782b96cbc773b7131a9f7529ca4c8c10e50d2f77af21edf5a22ca5b2090655138c4911a4,06/26/2016 06:00:00 AM,06/26/2016 06:15:00 AM,720,0,,,,,11.25,0.00,0.00,0.00,11.25,Cash,Dispatch Taxi Affiliation,,,,,,,
337edb6c6f41100c3c8e0b4085d7fc9f13f6ed84,bda916a4fa3043f7e827751d9d8cada1239d574beb206d846e1d7d425b658d56aa23393b6866d3a19f9dca6c32d3a8642f14361c5d58dccebd42e398fee18e94,08/12/2015 04:15:00 PM,08/12/2015 04:45:00 PM,1680,14,,,,,29.85,12.40,0.00,19.90,62.15,Credit Card,Taxi Affiliation Services,,,,,,,
1d170c54b081b27f2aa47e1744a191ac069c27ff,0f06cf0dfe418146c9677711bd5b325df80c5b5e0c1f7186049a80303b382bc9894d4f3e567364abead2705b2c9254a76663398155d686b849c1c8ee7a54310d,03/22/2015 02:30:00 AM,03/22/2015 02:30:00 AM,0,0,,,,,5.34,0.00,0.00,0.00,5.34,Credit Card,Chicago Elite Cab Corp. (Chicago Carriag,,,,,,,
30ec82184afe4ffdd240aa1791ebf8eab965c464,cfbe15142eaa59df36104c57e792e3e2074ed9ae747b8ad55c4ca6474c714123b58bbb211e2dcf7d53b6fd6c9df770bf30299389f6ad40662f1b197a1e23779d,06/18/2014 03:45:00 PM,06/18/2014 04:00:00 PM,720,4.1,,,,,12.05,0.00,0.00,0.00,12.05,Cash,,,,,,,,
1e99c797bcbba39627b53eec9bdc1e117c23cb6c,828b001969a8cecff621658bb3ef298ed73f8d5ae7e43c2b3a89c32b29562539b5f9a9f83e22e53f0d8c5346016020fe24dfc637372c886255c387f056c09c31,02/10/2016 02:00:00 PM,02/10/2016 02:15:00 PM,1500,23,,,,,50.25,10.00,0.00,35.50,95.75,Credit Card,Dispatch Taxi Affiliation,,,,,,,
3a98380ec3161fe400c57a3ce543c22d0cc8bb28,d7a7bb002b49257d43e0f0c00702f1182ba37f9eda065c59f7d6d8645c644bae9b6734ea9d5d035b6849da9b4fa4d5da10ef248d03d7e1fbcd302dddb964cdbf,06/22/2017 11:45:00 AM,06/22/2017 12:30:00 PM,2400,17.7,17031980000,17031839100,76,32,44.25,5.00,0.00,5.00,54.75,Credit Card,,41.97907082,-87.90303966,POINT (-87.9030396611 41.9790708201),41.88099447,-87.63274649,POINT (-87.6327464887 41.8809944707),75
128147acf7a191dfd6888ba5f081349eedec8481,e9c94763d117bbbc3f0b00ec1232894582c63c86cdb181014fa76abd5de23bc88e0a117fe918ece8e5a0bfccec24f82fa8091e3264122dc690a26865fd7f6f4a,03/12/2014 07:15:00 PM,03/12/2014 07:15:00 PM,0,0,,,,,29.85,6.00,0.00,0.00,35.85,Credit Card,Chicago Elite Cab Corp. (Chicago Carriag,,,,,,,
4c6aba1d77c2cf162e2838a55c3bf13ac5f5b192,f00d106f080740440a044de0fd1561940ac9c072959efbd41316924715f02f3f80112489e0b64dce7e3adccf57be97842ce34105b7888d99a666f38bb1227753,12/10/2013 10:00:00 PM,12/10/2013 10:00:00 PM,240,0.09,,,,,5.25,0.00,0.00,1.00,6.25,Cash,,,,,,,,
03c06d82088857236e05ac39a06259580f6083e1,41ba5cfc7d59a833c94ed0b59fcc8a5f3aa5ca1b2913253ff307eec5e206809cffd5b43e04faebd9b8a259159bf14c1b672374f79f663e8a5ffea1a21349a94d,09/04/2014 10:30:00 AM,09/04/2014 10:30:00 AM,0,0,,,,,34.15,6.83,0.00,0.00,40.98,Credit Card,Chicago Elite Cab Corp. (Chicago Carriag,,,,,,,
