UNHAPPY,AGE,HEALTH,RINCOM91,EDUC,SEX,RACE,TRAUMA1,MARITAL
0,84,0,0,10,2,1,0,2
0,47,3,13,7,1,2,-1,1
0,62,1,0,14,2,1,0,2
0,62,0,0,12,1,1,0,3
1,81,0,0,4,2,3,0,2
0,42,0,22,12,1,1,0,1
0,46,1,7,11,2,1,-1,3
0,40,1,1,15,2,1,1,1
0,48,0,0,13,2,1,1,1
0,46,2,8,16,2,3,-1,1
0,20,3,6,13,1,1,1,5
0,73,1,0,12,2,1,-1,3
0,38,0,16,14,2,1,0,3
0,38,2,14,12,1,1,0,1
0,76,0,0,7,2,1,9,2
0,56,2,19,12,1,1,-1,1
0,38,0,17,16,2,1,0,5
0,74,4,4,7,1,1,-1,1
0,69,0,17,13,2,1,9,2
0,57,2,4,10,1,1,-1,1
0,58,2,0,13,2,1,1,1
0,76,3,0,13,2,1,0,2
0,35,0,0,16,1,1,0,1
0,36,1,0,13,2,1,-1,1
0,39,2,0,14,2,1,1,4
0,20,2,7,12,2,1,-1,5
0,43,2,18,16,1,1,0,1
0,39,2,15,14,2,1,1,1
0,48,0,17,16,1,1,0,1
0,52,1,1,13,2,1,0,1
0,82,0,9,19,1,1,0,1
0,44,2,0,19,1,1,-1,1
0,38,1,11,14,1,1,0,1
0,44,1,12,13,2,1,1,3
0,24,2,0,17,2,1,-1,1
0,35,0,16,16,1,1,0,1
1,48,4,0,12,1,1,-1,2
0,78,1,0,7,2,1,-1,2
0,24,1,3,13,1,1,-1,5
1,29,2,0,10,2,1,1,1
1,36,3,0,14,2,1,2,1
0,66,2,0,15,2,1,0,1
0,54,0,0,14,2,1,2,3
0,37,0,14,18,2,1,0,5
0,55,0,18,17,1,1,0,1
0,72,2,0,12,2,1,-1,2
0,78,2,0,12,2,1,-1,2
0,42,4,0,9,2,1,2,3
1,75,1,0,5,2,1,-1,2
0,38,2,15,18,2,1,0,1
0,40,0,11,15,1,3,0,1
0,62,3,14,16,2,1,9,3
0,30,2,20,20,1,1,-1,5
0,49,1,22,20,1,1,0,5
0,43,0,21,18,1,1,0,1
0,41,2,7,14,1,2,-1,1
1,57,4,0,10,2,2,-1,2
0,30,0,0,10,2,2,0,3
0,36,0,9,8,1,3,1,1
1,52,0,7,6,2,2,3,4
0,99,2,21,12,2,1,9,1
1,47,0,21,16,1,1,0,5
0,32,2,21,16,1,1,0,5
0,74,1,0,10,1,1,-1,1
0,35,2,18,16,2,1,-1,1
0,31,0,15,16,2,1,0,1
0,40,0,21,18,1,1,0,1
0,30,1,22,16,2,3,1,5
0,51,0,19,12,1,1,0,1
1,76,2,0,12,1,1,-1,2
0,56,3,0,12,1,2,0,1
0,24,1,15,15,1,2,0,5
0,38,2,21,16,1,1,0,1
0,74,1,21,12,1,1,-1,1
0,60,2,21,16,2,1,-1,1
0,63,0,16,14,2,1,1,1
0,64,2,0,10,1,1,-1,1
0,51,2,15,10,1,1,-1,1
0,31,0,0,16,2,3,0,1
0,74,0,0,14,2,1,0,2
0,33,0,19,16,1,1,0,5
0,27,1,11,20,1,1,-1,5
0,22,1,11,12,2,2,-1,5
0,40,0,18,13,1,1,0,1
0,21,2,0,13,2,1,-1,5
0,33,0,1,12,2,1,9,4
0,43,2,15,12,2,3,0,3
1,20,2,0,13,1,1,-1,5
0,31,1,0,16,2,1,-1,1
0,35,2,18,20,1,1,-1,1
0,22,0,2,16,2,1,0,5
0,42,0,12,15,1,1,1,1
0,39,0,16,18,1,1,2,5
0,40,0,19,18,1,1,0,3
0,66,2,0,12,1,1,-1,1
0,19,2,5,13,1,1,-1,5
0,69,3,0,12,1,1,-1,2
0,34,0,20,16,1,1,0,1
0,19,2,0,11,2,1,0,5
0,43,2,0,16,2,1,0,1
0,77,1,18,12,2,1,1,2
0,89,4,0,19,1,1,1,2
0,44,0,18,16,1,1,0,1
0,41,3,3,15,2,3,-1,1
1,53,2,0,17,2,1,2,3
1,53,4,17,14,2,1,-1,1
0,38,2,0,16,2,3,9,1
0,32,0,13,12,1,1,0,1
0,39,2,13,14,2,3,-1,1
0,55,2,13,16,2,1,1,1
0,47,0,12,11,2,1,0,1
0,43,0,17,13,1,1,9,1
0,37,0,16,14,1,1,1,5
0,46,2,19,15,1,1,-1,3
1,32,0,98,14,1,1,0,1
0,57,1,18,14,2,1,1,3
0,28,2,15,17,2,1,0,5
0,32,0,20,16,2,1,1,1
0,56,2,2,18,1,1,-1,3
0,33,2,9,14,2,1,0,5
0,26,3,19,10,1,3,-1,5
0,45,1,16,14,2,1,-1,1
0,44,3,17,12,1,1,-1,1
0,54,1,0,15,2,1,-1,1
0,46,2,19,14,2,1,0,3
0,55,0,16,12,2,1,1,1
0,36,2,19,16,1,1,1,1
0,25,0,14,13,2,1,0,5
1,38,0,0,15,1,1,1,5
0,54,4,0,9,2,1,-1,3
0,25,1,9,12,2,1,-1,1
1,35,3,0,11,2,1,-1,5
1,36,1,0,12,2,1,-1,1
0,68,2,0,12,2,1,9,1
0,49,2,19,13,1,1,-1,1
0,52,2,11,10,1,1,0,1
0,46,0,17,14,1,1,2,1
0,39,1,20,13,1,1,-1,1
0,67,2,0,7,2,1,-1,1
0,27,1,19,16,2,1,0,1
0,71,3,0,14,2,1,0,2
0,41,3,20,19,2,3,0,3
0,68,1,0,13,2,1,0,5
0,28,0,15,16,2,1,0,5
0,26,1,10,11,2,2,9,4
0,38,0,15,12,2,2,1,4
0,47,0,0,13,2,2,1,2
0,51,1,15,14,2,2,-1,3
0,57,1,13,12,2,1,-1,1
1,38,0,20,18,1,1,0,3
0,29,1,22,14,1,1,-1,5
1,47,0,4,19,1,1,0,1
0,38,2,0,12,2,1,-1,1
0,40,2,0,12,2,1,1,1
0,38,3,4,13,2,1,0,1
0,22,1,2,15,1,1,-1,5
0,40,3,18,12,1,1,-1,5
0,43,3,16,12,2,2,0,3
0,42,2,15,13,2,1,0,3
0,29,0,0,12,2,2,0,4
1,26,0,0,15,2,1,1,1
1,45,3,0,9,1,2,1,4
0,60,0,15,12,1,1,0,3
1,72,3,0,8,2,1,-1,1
0,31,2,0,12,2,1,1,3
0,31,3,0,12,2,1,-1,1
0,47,0,15,6,1,1,0,1
0,28,0,0,8,2,1,1,1
0,28,2,0,11,2,1,-1,1
0,36,0,17,16,1,1,0,1
1,45,2,17,16,1,1,-1,1
1,53,1,15,18,1,1,-1,1
0,58,2,1,16,1,1,-1,3
0,44,0,14,12,2,1,0,3
0,49,0,21,16,1,3,1,1
0,71,2,0,14,2,1,0,1
0,57,2,19,16,2,1,1,3
0,66,2,15,16,2,1,0,5
0,39,0,13,12,2,1,0,1
0,48,1,14,12,2,1,-1,3
1,38,3,9,12,2,1,1,3
1,28,1,12,11,1,1,1,1
0,77,2,0,12,2,1,-1,1
0,32,2,11,9,2,1,-1,1
0,22,2,0,15,2,3,0,5
0,30,0,12,14,2,2,0,1
0,41,2,8,15,1,2,1,3
0,34,0,14,14,2,2,1,4
0,26,1,11,12,2,2,-1,5
1,39,2,16,16,2,1,-1,5
0,41,0,20,19,2,1,1,1
0,35,1,14,17,1,1,0,1
0,68,2,0,12,2,1,0,1
0,41,2,0,14,2,1,-1,1
0,56,1,15,10,2,2,-1,1
1,85,4,0,5,2,2,-1,2
0,65,3,0,11,1,2,1,5
0,35,0,16,10,2,2,9,4
0,32,1,14,15,1,2,-1,1
0,49,1,15,11,2,2,-1,2
0,28,2,14,12,1,1,-1,5
0,45,3,21,19,1,1,0,1
0,28,0,16,18,1,1,0,1
0,61,2,0,16,2,1,1,1
0,35,0,18,19,1,1,0,1
0,59,0,16,12,2,1,1,2
0,31,0,14,12,2,1,0,5
0,61,4,0,12,1,2,-1,1
1,44,3,5,14,2,2,2,3
0,66,2,0,5,1,2,0,1
0,24,0,2,12,2,2,0,5
0,41,2,11,11,2,2,1,3
0,36,0,0,12,1,1,0,1
0,80,2,0,13,1,1,0,2
0,40,2,2,12,2,1,0,1
0,31,1,19,19,2,2,0,1
0,43,2,2,13,2,2,1,3
0,30,2,16,14,2,2,-1,5
1,29,2,17,18,1,2,-1,1
0,65,3,7,9,2,2,0,2
0,23,1,6,12,2,1,0,1
1,28,2,15,13,2,2,-1,5
0,70,2,0,13,2,1,0,3
0,36,2,21,14,1,1,-1,1
0,42,1,11,18,2,2,0,1
0,31,0,15,16,2,2,0,5
0,50,3,13,16,2,1,9,3
1,50,2,21,14,1,1,-1,4
0,29,0,9,12,2,1,1,1
0,25,0,10,17,1,1,0,5
0,39,3,16,18,2,1,0,5
0,39,2,6,12,2,1,-1,1
0,66,3,0,12,2,2,-1,3
0,35,2,14,13,2,1,-1,3
0,71,1,0,20,1,1,-1,1
0,38,1,21,19,1,1,-1,1
0,39,0,22,17,1,1,0,1
0,37,1,9,13,2,1,-1,1
0,80,0,0,15,2,1,0,2
0,38,1,12,14,2,1,-1,4
0,65,0,21,16,1,1,0,1
0,58,0,19,16,1,1,0,1
0,51,0,98,16,2,3,0,1
0,40,2,11,18,2,1,-1,1
0,35,0,0,14,2,1,1,1
0,41,0,18,16,1,1,2,1
0,30,2,12,16,1,1,-1,1
0,47,1,21,20,1,1,0,1
0,49,1,21,14,2,1,1,1
0,36,1,0,17,2,1,0,1
0,43,0,9,16,2,1,0,1
0,35,2,3,15,2,1,1,1
0,70,0,0,20,1,1,9,1
0,37,2,2,13,2,1,9,1
0,44,1,17,13,2,1,-1,1
0,58,2,21,14,1,1,-1,1
0,23,2,5,16,2,1,0,5
0,30,2,18,16,2,1,1,1
0,18,0,0,11,2,1,0,5
0,32,2,6,11,1,2,-1,5
0,41,2,0,14,2,1,-1,1
0,67,3,0,11,2,1,-1,2
0,61,3,8,12,2,2,1,1
1,75,1,10,12,2,2,-1,1
0,41,0,11,12,1,2,0,1
0,27,1,17,16,2,1,0,1
0,63,0,0,19,1,1,0,1
0,38,0,2,13,2,1,1,1
0,56,2,15,10,1,1,-1,1
0,25,2,12,16,2,1,-1,5
0,28,0,11,13,2,1,1,1
0,82,2,0,8,2,1,0,1
1,31,3,9,12,1,1,-1,5
0,33,4,3,12,2,1,0,1
0,31,2,13,13,1,1,0,1
1,26,2,10,13,1,1,-1,1
0,31,2,13,14,1,1,-1,1
0,42,0,15,14,1,1,0,1
0,23,2,4,16,2,1,-1,5
0,25,2,14,13,2,1,-1,5
0,23,0,0,15,1,1,0,5
0,24,0,16,14,2,2,0,5
0,38,2,15,16,1,1,-1,1
0,45,0,18,13,1,1,0,3
0,30,2,10,11,1,1,-1,5
0,38,2,16,15,2,1,1,1
0,74,1,0,14,1,1,0,1
1,26,0,0,9,2,1,2,1
0,52,1,14,12,1,1,-1,1
0,44,0,10,12,2,2,1,4
0,37,1,0,11,2,1,1,1
0,25,0,11,14,1,1,1,1
0,34,1,17,20,1,1,-1,1
0,26,0,1,12,2,1,1,1
0,39,2,11,16,2,3,-1,1
0,33,0,22,14,2,2,1,1
0,56,2,21,19,1,1,0,1
0,46,2,21,18,2,1,0,1
0,45,1,21,16,2,1,0,1
0,84,3,0,13,2,1,1,2
0,47,2,16,15,1,1,0,3
0,25,2,16,16,2,1,-1,5
0,23,0,0,14,2,1,2,1
1,69,0,0,12,2,1,1,2
0,45,1,18,12,1,1,-1,1
1,72,2,0,11,2,1,1,2
0,23,0,9,16,2,1,0,5
0,57,1,15,14,2,1,0,3
0,45,0,6,16,2,1,1,1
0,38,2,6,12,2,1,-1,3
0,57,1,11,12,2,1,-1,1
0,30,0,5,14,1,1,1,5
0,25,2,13,12,2,3,-1,5
0,26,2,0,18,1,1,0,5
0,42,0,9,17,2,1,0,5
0,35,0,15,14,1,1,0,5
0,30,0,12,12,2,1,0,1
0,37,2,16,14,2,1,-1,1
0,33,1,98,16,1,1,-1,1
0,54,0,0,16,1,1,1,1
0,40,1,15,12,2,1,0,1
0,38,0,15,13,2,1,0,1
0,68,1,18,12,1,1,1,1
0,72,2,9,12,2,1,-1,1
0,35,0,18,16,1,1,0,1
0,25,1,14,12,1,1,0,5
0,25,0,14,11,2,1,0,1
0,20,2,7,15,1,1,-1,5
0,55,1,12,12,2,1,-1,2
0,34,1,16,12,1,1,0,5
0,29,1,13,12,2,1,0,1
0,44,2,14,9,1,1,1,1
0,71,3,0,9,2,1,0,1
0,21,2,1,11,2,1,-1,5
0,34,0,15,16,2,1,0,1
0,59,3,0,12,2,1,1,2
0,60,1,0,11,1,1,0,4
0,20,0,2,12,2,1,0,5
0,43,2,12,12,1,1,-1,1
0,30,2,0,10,2,1,0,5
0,35,3,11,13,1,1,0,1
1,45,3,0,10,2,1,0,3
0,36,0,11,14,2,1,0,1
0,29,0,15,16,1,1,0,1
0,23,1,10,16,2,3,-1,5
0,21,0,7,12,2,1,2,4
0,28,0,5,16,2,1,0,1
0,51,0,0,8,2,1,1,1
1,70,0,13,12,2,1,1,1
0,39,1,3,12,2,1,0,1
0,83,3,22,12,2,1,1,2
0,31,0,6,12,2,3,0,5
0,24,0,3,11,2,2,0,5
0,29,1,0,11,2,2,1,5
0,51,0,1,14,2,1,0,1
0,53,2,16,15,2,1,1,1
0,77,2,0,16,2,1,-1,2
0,37,2,15,12,2,1,-1,3
0,77,0,12,12,2,1,2,2
0,46,2,15,12,2,1,0,1
0,27,0,13,9,1,1,1,1
0,25,3,0,9,2,1,1,1
0,39,3,17,12,1,1,1,3
0,60,1,4,12,1,1,-1,2
0,28,1,18,12,1,1,-1,5
0,69,1,0,8,1,1,-1,1
0,20,0,1,14,2,1,0,5
0,71,3,0,10,2,1,-1,2
0,58,3,16,12,1,1,0,1
0,39,2,11,12,2,1,0,3
0,51,0,17,12,1,1,0,1
1,50,0,18,16,2,1,0,1
0,32,2,10,12,1,3,2,1
0,26,0,0,12,2,1,0,1
0,48,0,13,12,2,1,0,3
0,58,0,1,8,1,1,2,3
1,85,4,0,9,2,1,1,2
0,34,2,15,12,2,1,0,5
0,33,2,18,12,1,1,-1,1
0,44,3,0,12,1,1,-1,3
0,42,1,14,12,1,1,-1,1
0,45,2,15,15,1,1,-1,4
0,32,1,13,12,2,1,-1,1
0,33,0,8,12,2,1,0,1
1,78,3,0,8,1,1,0,1
0,29,2,21,12,1,1,-1,1
0,28,2,0,13,2,1,0,5
1,23,2,10,12,1,1,-1,1
0,25,2,9,13,2,1,1,1
0,42,1,17,12,1,1,-1,1
1,24,2,0,9,1,1,-1,5
0,36,3,10,11,2,1,2,4
0,28,2,8,12,1,1,-1,1
0,21,2,0,12,2,1,2,4
1,61,0,0,4,1,1,2,5
0,23,0,0,12,1,2,2,5
0,40,2,3,17,2,1,1,1
1,31,4,0,12,2,1,-1,5
1,35,0,12,12,1,1,0,1
0,69,0,0,11,2,1,1,2
0,68,3,0,9,2,1,0,2
0,79,2,0,12,2,1,-1,3
1,73,4,0,12,1,1,-1,3
0,45,0,16,14,2,1,0,3
0,54,0,0,16,2,1,0,3
0,58,2,21,16,1,1,0,3
0,58,2,21,16,1,1,-1,1
0,67,2,14,16,2,1,0,1
0,64,2,0,15,2,1,-1,3
1,74,4,0,12,2,1,1,1
0,44,0,12,12,2,2,0,5
0,30,0,17,14,1,1,0,5
0,34,3,15,16,2,1,-1,5
1,79,0,1,12,2,1,2,2
0,45,2,17,13,1,1,-1,3
0,78,0,0,12,2,1,0,2
0,47,0,18,12,1,1,0,5
0,50,2,8,12,2,1,0,1
0,38,0,0,11,2,1,0,5
0,31,2,16,12,2,1,-1,1
0,55,0,0,12,2,1,1,1
0,25,0,17,16,1,1,0,1
0,40,2,12,12,1,1,0,3
0,36,2,12,12,2,1,9,4
0,49,2,15,12,2,1,1,3
0,64,2,0,8,1,1,-1,5
0,42,0,20,13,1,1,0,1
1,42,2,7,10,2,1,2,1
0,29,2,14,9,1,1,-1,1
0,19,2,2,11,1,1,0,5
0,26,2,9,13,2,1,-1,1
1,60,3,9,14,1,2,0,3
0,25,0,12,14,2,1,0,5
0,44,2,17,17,1,1,-1,1
0,31,1,3,12,2,1,-1,1
0,53,0,0,12,2,1,0,1
0,38,0,16,12,1,1,0,1
0,60,4,0,7,2,1,0,2
0,48,2,0,12,2,1,1,1
0,34,2,16,18,2,1,-1,1
0,69,2,0,13,2,1,1,2
0,48,2,0,8,2,1,0,1
0,79,0,22,12,2,1,0,1
0,49,1,17,16,2,1,0,5
0,33,0,11,19,1,1,0,1
0,55,1,10,16,2,1,0,1
0,56,3,0,12,2,1,-1,1
0,21,0,10,12,1,1,0,5
0,36,1,16,17,1,1,-1,1
0,65,2,0,14,1,1,-1,1
0,59,0,12,16,1,1,1,1
0,50,2,8,16,2,1,-1,1
0,78,2,0,12,2,2,1,3
0,74,0,0,10,1,2,0,1
0,31,0,14,12,1,2,0,1
0,89,4,0,14,2,2,-1,2
0,75,3,0,14,2,2,-1,4
0,40,0,4,7,2,1,2,3
0,47,1,21,12,1,1,0,1
0,38,3,10,8,1,1,-1,3
1,37,3,10,12,1,1,-1,5
0,49,0,12,7,1,1,2,4
0,39,2,13,12,2,1,-1,3
0,64,0,0,12,2,1,0,1
0,53,4,22,98,2,1,9,1
0,28,0,3,16,2,1,0,1
0,24,0,11,11,1,1,0,1
0,80,1,0,10,2,1,-1,1
0,70,2,0,18,1,1,-1,1
0,37,1,14,12,1,1,-1,1
0,67,0,0,16,2,1,0,1
0,74,2,0,16,2,1,0,2
0,40,2,13,12,2,1,9,3
0,26,0,13,14,1,1,0,5
0,37,0,0,18,2,1,0,1
0,33,0,10,13,2,2,1,4
0,50,1,16,12,2,1,-1,3
0,46,1,15,14,1,1,-1,1
0,60,1,15,13,1,1,0,1
0,29,1,15,16,2,1,-1,5
0,22,0,8,12,2,1,0,1
0,72,3,0,7,1,1,-1,1
0,28,1,15,17,1,2,-1,4
0,29,0,16,16,1,1,0,5
0,46,1,11,14,2,1,1,1
0,25,0,9,13,1,1,1,1
0,47,2,14,16,2,1,0,3
0,78,0,0,11,1,1,1,1
0,73,0,0,16,1,1,2,1
0,36,0,10,8,1,1,0,1
0,77,1,13,11,1,1,-1,2
1,37,2,14,10,1,1,0,1
0,25,2,14,13,2,2,0,5
0,32,2,0,9,2,1,0,1
0,40,2,19,18,1,1,0,1
1,33,2,12,13,2,1,9,3
0,39,2,17,12,2,1,-1,1
0,33,2,10,14,2,3,1,1
0,26,2,14,12,1,1,0,1
0,28,1,13,12,2,1,-1,4
0,29,1,0,15,2,2,-1,5
1,33,2,15,16,1,1,-1,1
0,35,1,15,17,1,1,-1,5
0,74,0,0,13,2,1,1,1
0,75,0,0,11,2,1,9,2
0,49,1,22,15,2,1,-1,1
0,69,0,0,16,1,1,1,1
1,35,2,0,13,2,2,2,4
0,28,0,1,18,1,1,1,1
0,71,1,2,6,2,2,0,2
0,64,3,0,12,2,2,1,3
0,62,3,0,6,2,2,-1,1
0,35,0,15,9,1,2,0,5
0,46,3,22,14,1,1,-1,1
1,58,2,10,18,1,1,-1,2
0,29,2,15,16,1,1,0,4
0,25,3,11,12,1,1,1,1
0,42,0,6,11,1,1,1,1
1,43,4,0,98,2,1,9,5
0,59,2,0,9,2,1,0,1
1,38,2,7,10,2,1,1,4
0,48,2,10,11,2,1,-1,1
0,34,0,4,12,2,1,1,1
0,44,0,98,13,2,1,1,1
0,59,1,0,16,2,1,-1,1
0,23,1,13,14,1,2,-1,1
0,46,2,2,12,2,1,-1,1
0,37,0,12,13,1,2,0,1
0,34,0,16,14,1,1,1,3
0,26,0,13,14,1,1,0,5
0,58,0,11,13,1,1,0,3
0,87,2,0,12,1,1,-1,1
0,69,1,0,18,1,1,-1,1
0,65,0,0,12,1,1,2,1
0,31,2,21,20,1,1,0,3
0,66,2,0,16,2,1,0,1
0,69,1,0,17,2,1,-1,1
0,99,3,0,16,2,1,-1,2
0,53,1,18,18,2,1,-1,1
0,72,0,0,13,1,1,1,1
1,26,2,13,12,1,1,-1,5
0,25,2,12,12,1,1,1,1
0,37,0,13,13,2,1,0,1
0,21,0,9,12,1,1,0,1
0,58,1,11,14,1,1,0,1
0,25,0,11,16,2,1,0,5
0,35,0,0,8,2,1,1,1
0,33,2,14,10,1,1,-1,1
0,24,1,14,15,1,1,-1,5
0,82,2,0,12,1,1,0,1
0,29,3,0,16,1,1,0,1
0,41,2,19,15,2,1,0,1
0,73,0,0,8,2,1,9,1
0,30,2,10,12,1,1,1,1
0,47,2,11,16,1,1,-1,3
0,68,0,0,13,2,1,0,1
0,68,2,0,10,2,1,-1,1
0,39,0,1,12,2,1,0,1
0,56,0,0,10,2,1,1,1
0,37,0,0,12,2,1,1,1
0,68,0,0,12,1,1,2,1
0,66,0,3,13,1,1,0,1
0,78,0,0,12,2,1,2,1
0,59,1,13,12,1,1,0,3
0,22,0,0,12,2,1,1,3
0,33,2,13,14,1,1,-1,5
1,51,4,0,9,1,1,-1,1
0,52,2,15,12,1,1,-1,1
0,21,2,6,15,2,1,-1,1
0,46,2,19,20,2,1,9,3
0,25,2,13,17,1,1,1,1
0,36,0,20,16,1,1,0,1
0,86,3,0,11,2,1,-1,1
0,47,2,13,12,1,1,0,3
0,28,2,9,10,1,1,-1,3
0,28,0,6,12,2,1,0,3
0,40,2,12,12,2,1,9,3
0,28,2,5,10,2,1,-1,3
0,68,3,0,9,2,2,0,2
0,82,2,0,10,2,2,-1,2
0,72,9,99,9,2,2,-1,2
0,32,0,0,12,2,1,1,5
0,64,1,0,16,2,1,0,1
0,74,0,0,5,1,2,0,3
0,35,2,4,15,1,1,-1,5
1,63,0,16,16,2,1,0,1
0,49,0,11,14,2,1,0,5
0,35,2,13,14,1,1,0,5
0,33,2,7,16,2,1,0,5
0,31,3,14,12,1,2,-1,3
0,32,1,8,16,1,1,-1,5
0,42,0,13,19,2,1,0,3
0,40,1,22,15,1,2,-1,3
0,24,2,0,16,2,3,-1,5
0,38,0,10,13,1,2,0,4
0,36,0,2,8,1,1,1,1
0,23,0,5,13,2,1,0,5
0,30,2,9,12,1,1,-1,5
0,29,3,12,12,2,1,-1,5
1,37,3,10,13,2,1,1,5
0,40,2,12,12,1,1,-1,1
0,52,2,12,14,2,1,0,1
0,79,2,0,12,2,1,0,1
0,29,2,14,12,2,1,0,1
1,59,2,13,12,1,1,-1,1
0,28,2,0,18,1,1,1,5
0,35,0,17,18,2,1,0,1
0,32,2,2,9,2,1,1,1
0,23,1,8,16,1,1,-1,5
0,50,1,14,18,2,3,-1,1
0,43,1,16,16,1,1,-1,1
0,39,2,9,13,2,1,-1,1
1,50,3,8,13,2,1,-1,4
0,78,4,0,10,2,1,0,2
0,43,2,10,18,2,1,0,5
0,34,2,15,18,1,1,-1,5
0,57,3,9,11,2,1,1,1
0,63,0,0,12,1,1,1,5
0,48,1,22,14,1,1,-1,5
1,48,0,22,14,2,1,0,3
0,28,0,11,16,1,1,1,5
1,42,3,19,18,2,3,1,3
0,33,1,98,13,2,1,-1,1
0,32,3,13,12,2,1,0,1
0,31,2,16,12,2,1,0,3
0,24,2,8,14,2,1,0,1
0,57,0,21,20,1,1,1,1
0,55,0,10,12,1,1,1,3
0,35,1,12,12,2,1,0,1
0,55,0,0,16,2,1,2,2
0,34,0,15,12,1,1,2,1
0,28,0,6,13,2,1,0,1
0,21,1,15,13,1,1,-1,5
0,73,0,0,8,2,1,1,2
1,32,0,9,17,2,1,2,3
0,58,3,3,12,2,1,-1,3
0,28,0,16,13,1,1,0,5
0,24,0,0,12,2,1,1,1
1,41,3,0,14,2,1,2,5
0,27,2,14,13,1,1,0,1
0,40,1,10,12,1,1,-1,1
0,69,3,0,9,1,1,2,1
0,42,1,19,14,2,1,-1,1
0,36,0,2,12,2,1,2,1
0,20,0,0,12,1,1,1,5
0,34,2,0,12,2,1,-1,3
0,66,0,0,18,1,1,0,1
0,57,2,20,17,1,1,-1,1
1,53,2,20,14,1,1,0,1
1,66,0,9,12,2,1,1,1
0,42,2,19,16,1,1,-1,1
0,60,1,18,13,1,1,-1,1
0,70,2,0,12,2,1,-1,3
0,48,1,15,16,2,1,0,3
1,45,3,0,12,1,1,2,3
0,41,1,9,16,1,1,-1,1
0,57,4,0,14,2,1,1,2
0,21,1,0,12,1,1,1,5
0,34,0,14,14,1,1,1,1
1,39,0,0,11,1,1,2,3
0,30,1,15,17,1,1,0,1
0,22,2,1,12,2,1,0,5
0,40,0,11,14,2,1,0,1
0,74,3,0,2,1,1,-1,2
0,36,0,10,13,2,1,0,1
0,19,0,1,11,2,1,0,5
1,63,4,0,12,2,1,-1,3
0,38,1,16,12,1,1,0,5
1,29,2,14,12,2,1,-1,5
0,43,0,14,16,1,1,0,1
0,28,4,6,15,2,1,-1,1
0,74,2,0,8,1,1,0,1
0,61,2,0,11,2,1,0,1
0,89,0,0,9,2,1,2,2
1,68,1,0,12,2,1,1,2
0,60,0,0,11,2,1,1,1
0,24,0,11,15,1,1,0,1
1,43,3,1,8,1,1,-1,2
1,73,3,0,12,1,1,-1,1
0,71,3,0,8,1,1,-1,1
0,36,2,11,9,1,1,-1,3
0,46,2,16,12,2,1,0,3
0,36,0,16,10,1,1,0,1
0,71,0,0,10,2,1,0,2
0,46,0,10,13,2,1,0,3
0,27,0,0,12,2,1,0,1
0,50,3,19,13,1,1,0,1
0,67,0,0,7,2,1,0,1
0,88,3,0,7,2,1,1,2
0,76,2,0,12,2,1,-1,2
0,24,0,11,16,1,1,0,5
0,26,2,4,17,1,1,-1,5
0,24,2,13,16,2,1,-1,5
0,38,2,0,14,2,3,-1,1
0,42,0,5,15,2,3,0,1
0,65,0,0,12,2,1,1,2
0,32,2,0,18,2,3,-1,1
0,28,4,0,12,2,2,-1,1
0,45,0,10,12,2,1,0,1
0,29,2,12,12,2,1,-1,3
0,37,0,10,15,2,1,0,3
0,44,4,0,16,2,1,1,5
0,37,2,3,17,2,1,-1,1
0,26,1,10,19,2,1,0,5
1,46,3,14,12,1,1,0,3
0,18,1,0,11,1,1,0,5
0,29,1,8,13,1,1,0,1
0,19,3,0,12,1,1,1,5
0,21,3,4,13,2,1,-1,1
0,19,0,0,11,1,3,1,5
0,27,2,0,9,2,1,9,3
0,29,2,8,12,1,1,0,5
0,73,0,0,8,2,1,0,2
1,39,0,16,16,1,1,1,3
0,72,0,0,8,1,1,1,1
0,49,2,0,14,2,1,0,1
0,43,3,0,12,2,1,-1,1
0,31,0,16,15,1,1,1,1
0,31,1,9,13,2,1,-1,3
0,55,2,18,16,1,1,-1,1
0,28,0,12,12,1,1,0,3
0,73,2,0,12,2,1,1,1
0,22,3,9,12,1,1,-1,5
0,30,0,12,14,2,1,0,3
1,46,0,0,12,2,1,2,3
0,25,0,5,15,1,1,1,5
0,19,2,4,12,1,1,0,5
0,62,1,18,18,2,1,1,2
0,47,0,16,12,1,1,0,1
1,51,2,7,12,2,2,2,2
0,38,2,17,14,2,2,-1,3
0,68,0,0,6,2,2,1,2
0,58,3,0,12,2,2,-1,4
0,62,1,0,9,2,2,0,2
1,50,0,5,10,2,1,2,3
0,35,1,3,12,2,1,0,1
0,66,1,0,8,1,1,-1,3
0,54,2,0,12,2,1,0,1
0,40,0,7,12,2,1,1,1
0,38,2,12,10,1,1,-1,3
0,68,3,0,12,2,1,0,2
0,47,2,17,14,2,1,-1,3
0,36,2,17,18,2,1,-1,5
1,65,0,2,8,2,1,1,2
0,68,0,9,12,2,1,0,1
0,54,3,16,11,1,1,0,1
0,62,2,10,8,1,1,-1,1
0,62,2,12,7,1,1,0,1
0,20,0,8,12,1,2,2,5
0,63,1,9,13,2,1,-1,3
0,64,3,2,8,1,1,-1,1
1,28,3,0,12,2,1,-1,3
0,33,0,9,9,1,1,0,1
0,76,3,98,7,1,1,0,1
0,38,3,0,8,2,1,-1,2
0,70,0,3,8,1,1,0,1
0,39,1,10,12,1,1,0,1
0,20,0,2,12,2,1,1,5
1,37,4,1,12,2,1,9,4
0,33,3,0,8,2,1,-1,1
